GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
GitHub API for Java,org.kohsuke.github,GHEventPayload.CheckRun,14,36,2,2,3,11,3,6,1,6
GitHub API for Java,org.kohsuke.github,GHBranchProtection.RequiredSignatures,6,0,0,0,2,0,2,0,2,0
GitHub API for Java,org.kohsuke.github,GHTreeBuilder,41,132,1,3,7,21,2,9,1,8
GitHub API for Java,org.kohsuke.github,GHCheckRun.Output,0,19,0,0,0,6,0,6,0,6
GitHub API for Java,org.kohsuke.github,GHEventPayload.WorkflowRun,10,33,3,3,2,10,3,4,0,4
GitHub API for Java,org.kohsuke.github,GHDeploymentState,0,74,0,0,0,8,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHEmail,40,0,2,0,10,0,8,0,7,0
GitHub API for Java,org.kohsuke.github,GHIssueBuilder,9,95,5,3,3,23,5,6,1,6
GitHub API for Java,org.kohsuke.github,GHInvitation,49,0,0,0,6,0,4,0,4,0
GitHub API for Java,org.kohsuke.github,PagedSearchIterable.new Iterator() {...},0,33,0,2,0,6,0,4,0,3
GitHub API for Java,org.kohsuke.github,GHDiscussion.Updater,0,17,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHAsset,32,95,2,0,7,19,4,14,3,14
GitHub API for Java,org.kohsuke.github,GitHub.LoginLoadingUserAuthorizationProvider,1,42,1,3,1,14,1,4,0,3
GitHub API for Java,org.kohsuke.github,GHContentWithLicense,0,9,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHWorkflowRunsPage,3,27,0,2,1,4,1,3,1,2
GitHub API for Java,org.kohsuke.github,GHRepositoryTraffic.DailyInfo,0,27,0,0,0,10,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHContent,74,256,4,4,12,56,9,25,5,25
GitHub API for Java,org.kohsuke.github,GHIssueEvent,44,39,0,0,10,13,6,12,6,12
GitHub API for Java,org.kohsuke.github,GHRepositorySearchBuilder,88,96,0,4,8,18,8,12,8,10
GitHub API for Java,org.kohsuke.github,GHRepository.Updater,0,26,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHDiscussionBuilder,0,44,0,2,0,9,0,5,0,4
GitHub API for Java,org.kohsuke.github,GHNotificationStream,28,72,1,1,6,20,4,7,3,7
GitHub API for Java,org.kohsuke.github,GHIssueQueryBuilder.ForRepository,0,64,0,0,0,13,0,8,0,8
GitHub API for Java,org.kohsuke.github,GHWorkflow,18,147,1,3,2,26,1,15,0,14
GitHub API for Java,org.kohsuke.github,GHWorkflowRun,20,297,5,9,3,46,5,34,0,32
GitHub API for Java,org.kohsuke.github,GHRepositorySearchBuilder.RepositorySearchResult,0,20,0,2,0,2,0,2,0,1
GitHub API for Java,org.kohsuke.github,GHEventPayload.IssueComment,0,38,1,1,0,11,1,6,0,6
GitHub API for Java,org.kohsuke.github,GHCommitStatus,15,42,1,3,2,8,2,7,1,6
GitHub API for Java,org.kohsuke.github,GHRepositoryStatistics.CommitActivity,5,13,0,0,1,4,1,4,1,4
GitHub API for Java,org.kohsuke.github,GHRepositorySearchBuilder.Fork,0,48,0,0,0,8,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHCompare.new PagedIterable() {...},0,16,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHPullRequestCommitDetail,41,0,0,0,11,0,8,0,8,0
GitHub API for Java,org.kohsuke.github,GHEventPayload.DeploymentStatus,0,37,1,1,0,11,1,6,0,6
GitHub API for Java,org.kohsuke.github,GHBranchProtectionBuilder,243,149,22,4,43,37,23,19,12,17
GitHub API for Java,org.kohsuke.github,GHHooks.Context,29,123,4,2,4,21,3,5,0,5
GitHub API for Java,org.kohsuke.github,GHAuthorization,3,37,0,0,1,11,1,11,1,11
GitHub API for Java,org.kohsuke.github,GHCheckRun,9,136,3,7,3,29,5,20,2,18
GitHub API for Java,org.kohsuke.github,GHMarketplacePendingChange,0,16,0,0,0,5,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHEventPayload.Ping,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHAppInstallation.GHAppInstallationRepositoryResult,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHWorkflowsPage,3,27,0,2,1,4,1,3,1,2
GitHub API for Java,org.kohsuke.github,GHRepository.new AbstractSet() {...},89,24,9,1,19,5,8,3,3,3
GitHub API for Java,org.kohsuke.github,GHPerson,69,151,2,6,17,44,10,21,8,19
GitHub API for Java,org.kohsuke.github,GHMarketplacePriceModel,3,45,0,0,1,5,1,2,1,2
GitHub API for Java,org.kohsuke.github,GitHubClient.GHApiInfo,0,22,0,2,0,4,0,2,0,1
GitHub API for Java,org.kohsuke.github,GHRepositoryViewTraffic,0,18,0,0,0,7,0,4,0,4
GitHub API for Java,org.kohsuke.github,GHCheckRunsIterable.new Iterator() {...},0,33,0,2,0,6,0,4,0,3
GitHub API for Java,org.kohsuke.github,GHIssueChanges.GHFrom,0,6,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHProjectCard,91,110,6,2,23,20,12,12,8,12
GitHub API for Java,org.kohsuke.github,GHPullRequestFileDetail,39,0,0,0,12,0,12,0,12,0
GitHub API for Java,org.kohsuke.github,EnforcementLevel,39,0,0,0,3,0,2,0,2,0
GitHub API for Java,org.kohsuke.github,GHCommitPointer,12,22,1,1,3,6,3,5,2,5
GitHub API for Java,org.kohsuke.github,RateLimitHandler,0,12,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHTeam.Privacy,0,24,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCommit.ShortInfo,0,26,0,0,0,8,0,8,0,8
GitHub API for Java,org.kohsuke.github,GitHubRequest.Builder,27,339,3,19,5,72,3,37,1,28
GitHub API for Java,org.kohsuke.github,GitHubPageContentsIterable.GitHubPageContentsIterator,0,13,0,0,0,4,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHEventPayload.CheckSuite,11,23,2,2,2,8,2,3,0,3
GitHub API for Java,org.kohsuke.github,GHCommit.new AbstractList() {...},0,19,0,0,0,3,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHCompare.GHCompareCommitsIterable.new Iterator() {...},0,30,0,2,0,6,0,4,0,3
GitHub API for Java,org.kohsuke.github,GHDeploymentStatus,11,33,0,0,3,9,3,8,3,8
GitHub API for Java,org.kohsuke.github,GHHook,4,77,1,3,1,13,2,8,1,7
GitHub API for Java,org.kohsuke.github,GHNotificationStream.new Iterator() {...},35,166,8,14,10,39,7,9,0,5
GitHub API for Java,org.kohsuke.github,GHIOException,4,17,0,0,1,8,1,4,1,4
GitHub API for Java,org.kohsuke.github,GHCheckRunsIterable,0,31,0,0,0,7,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHTreeBuilder.TreeEntry,0,12,0,0,0,5,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHReleaseBuilder,16,70,0,0,4,14,2,6,2,6
GitHub API for Java,org.kohsuke.github,GHPullRequestQueryBuilder.Sort,0,44,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHEventPayload.Push.PushCommit,9,32,0,0,3,10,3,9,3,9
GitHub API for Java,org.kohsuke.github,GHIssueChanges,0,9,0,0,0,3,0,3,0,3
GitHub API for Java,org.kohsuke.github,AbuseLimitHandler,0,12,0,0,0,3,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHIssueComment,47,122,1,3,12,21,5,11,4,10
GitHub API for Java,org.kohsuke.github,GHTagObject,0,32,0,0,0,11,0,10,0,10
GitHub API for Java,org.kohsuke.github,GHWorkflowsIterable,0,41,0,0,0,10,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHEventPayload.PullRequestReviewComment,5,31,2,2,1,10,2,4,0,4
GitHub API for Java,org.kohsuke.github,GHCheckRun.AnnotationLevel,0,34,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHDiscussion,9,189,8,10,3,30,9,19,1,18
GitHub API for Java,org.kohsuke.github,GHMarketplaceAccountPlan,0,9,0,0,0,3,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHCompare.Tree,0,9,0,0,0,3,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHCommit.File,0,35,0,0,0,11,0,11,0,11
GitHub API for Java,org.kohsuke.github,GHRepository.Contributor,7,6,0,0,2,2,2,2,2,2
GitHub API for Java,org.kohsuke.github,GHPullRequestCommitDetail.Commit,22,0,0,0,7,0,7,0,7,0
GitHub API for Java,org.kohsuke.github,GHDeployKey,81,0,0,0,16,0,10,0,10,0
GitHub API for Java,org.kohsuke.github,GHProject.ProjectStateFilter,0,34,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHObject,35,49,6,2,7,14,6,11,3,10
GitHub API for Java,org.kohsuke.github,GHCommit.ShortInfo.Tree,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCommitBuilder.UserInfo,3,28,1,1,0,8,1,1,0,1
GitHub API for Java,org.kohsuke.github,RateLimitHandler.new RateLimitHandler() {...},10,24,1,1,3,7,1,3,0,3
GitHub API for Java,org.kohsuke.github,GHMarketplaceAccountType,6,24,0,0,1,2,1,1,1,1
GitHub API for Java,org.kohsuke.github,RateLimitHandler.new RateLimitHandler() {...},0,11,0,0,0,2,0,2,0,2
GitHub API for Java,org.kohsuke.github,GHWorkflowJobsIterable,0,31,0,0,0,7,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHPullRequestChanges.GHCommitPointer,0,9,0,0,0,3,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHReaction,2,33,0,0,1,5,1,4,1,4
GitHub API for Java,org.kohsuke.github,Refreshable,0,5,0,2,0,3,0,2,0,1
GitHub API for Java,org.kohsuke.github,GHVerification,0,15,0,0,0,5,0,5,0,5
GitHub API for Java,org.kohsuke.github,GHIssue,148,571,6,14,36,111,18,51,14,45
GitHub API for Java,org.kohsuke.github,GHUserSearchBuilder.Sort,0,34,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GitHubPageContentsIterable,0,49,0,0,0,12,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHAppCreateTokenBuilder,9,71,0,2,3,16,1,5,1,4
GitHub API for Java,org.kohsuke.github,GHRepositoryBuilder,20,97,0,0,4,18,3,16,3,16
GitHub API for Java,org.kohsuke.github,GHBranchProtection.RequiredReviews,6,12,0,0,2,4,2,4,2,4
GitHub API for Java,org.kohsuke.github,GHPullRequestReview,50,121,0,0,13,25,5,12,5,12
GitHub API for Java,org.kohsuke.github,GHIssue.PullRequest,12,3,0,0,3,1,3,1,3,1
GitHub API for Java,org.kohsuke.github,GHCompare.User,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHDeployment,10,85,0,0,3,21,3,17,3,17
GitHub API for Java,org.kohsuke.github,GHCheckRunBuilder,5,281,6,14,1,63,6,16,0,12
GitHub API for Java,org.kohsuke.github,GHOrganization.Role,0,24,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCheckRunBuilder.Output,0,44,1,3,0,14,1,5,0,4
GitHub API for Java,org.kohsuke.github,GHMembership,27,33,1,1,4,7,4,5,3,5
GitHub API for Java,org.kohsuke.github,GHPullRequestReviewBuilder.DraftReviewComment,9,12,0,0,3,5,3,1,3,1
GitHub API for Java,org.kohsuke.github,GHRepository.Visibility,0,55,0,0,0,7,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHRateLimit,30,291,7,29,4,70,7,28,0,17
GitHub API for Java,org.kohsuke.github,GHPerson.new Iterator() {...},17,0,0,0,3,0,3,0,3,0
GitHub API for Java,org.kohsuke.github,GHContentSearchBuilder.ContentSearchResult,0,3,0,0,0,1,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHPullRequestReviewComment,18,215,0,2,6,40,2,18,2,17
GitHub API for Java,org.kohsuke.github,GHQueryBuilder,0,8,0,0,0,3,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHMilestone,52,90,1,1,12,20,9,14,8,14
GitHub API for Java,org.kohsuke.github,JsonRateLimit,0,9,0,0,0,4,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHCreateRepositoryBuilder,20,72,1,1,5,12,4,6,3,6
GitHub API for Java,org.kohsuke.github,GHRateLimit.Record,17,216,5,29,3,43,4,25,0,12
GitHub API for Java,org.kohsuke.github,GHBranchProtection.RequiredStatusChecks,3,10,0,0,1,3,1,3,1,3
GitHub API for Java,org.kohsuke.github,GHGist,8,233,3,9,3,39,4,27,1,24
GitHub API for Java,org.kohsuke.github,GHDirection,0,24,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHRepositoryStatistics.ContributorStats,9,56,1,3,2,10,2,7,1,6
GitHub API for Java,org.kohsuke.github,GitHubResponse.ResponseInfo,0,68,0,2,0,20,0,9,0,8
GitHub API for Java,org.kohsuke.github,GHMyself.RepositoryListFilter,0,54,0,0,0,6,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHPullRequestCommitDetail.Tree,10,0,0,0,3,0,3,0,3,0
GitHub API for Java,org.kohsuke.github,GHIssueState,0,34,0,0,0,2,0,1,0,1
GitHub API for Java,org.kohsuke.github,GHWorkflowJob,18,101,1,1,2,19,1,15,0,15
GitHub API for Java,org.kohsuke.github,GHGistFile,12,12,0,0,4,4,4,4,4,4
GitHub API for Java,org.kohsuke.github,GHCompare.GHCompareCommitsIterable,2,69,1,1,1,12,1,4,0,4
GitHub API for Java,org.kohsuke.github,GHContentUpdateResponse,0,9,0,0,0,3,0,3,0,3
GitHub API for Java,org.kohsuke.github,GHTreeEntry,9,55,3,3,4,12,4,9,1,9
